Ship_Type,Ship_Size,Fuel_Level_tonnes,Ship_Load_%,Wind_Speed_knots,Precipitation_mm_hr,Wave_Height_m,Storm_Severity,Distance_to_Disaster_km,Adjusted_Speed_knots
Container,Medium,73.24,85.0,9.58,31.53,4.9,Low,326.88,12.87
Tanker,Large,143.03,63.0,34.7,8.58,8.62,Medium,127.44,8.91
Tanker,Small,28.61,64.0,13.08,38.23,7.43,Medium,123.23,2.47
Tanker,Large,176.1,67.0,13.16,18.22,5.33,Low,185.14,15.1
Tanker,Medium,89.66,81.0,23.93,40.87,8.15,Medium,120.98,5.98
Container,Small,38.35,69.0,7.34,4.9,3.87,Low,341.4,8.36
Container,Large,182.3,71.0,11.4,33.99,3.14,Low,301.43,16.25
Passenger,Large,189.69,76.0,16.67,14.67,6.25,Medium,108.19,9.73
Container,Medium,76.69,92.0,14.15,39.77,9.0,Medium,442.05,9.62
Passenger,Small,44.77,61.0,21.0,20.11,8.91,Medium,230.33,3.36
Passenger,Large,106.93,86.0,23.99,33.27,11.16,Medium,63.53,8.05
Cargo,Small,42.98,87.0,22.67,46.72,4.89,Medium,106.48,1.91
Tanker,Large,155.58,92.0,26.17,1.03,2.89,Low,269.93,15.88
Cargo,Large,173.95,97.0,12.31,0.56,1.44,Low,169.21,15.72
Cargo,Medium,50.03,61.0,5.06,38.51,4.44,Low,425.61,13.99
Container,Large,136.96,66.0,30.43,32.32,16.58,High,247.37,4.65
Cargo,Medium,90.86,95.0,34.03,14.65,8.69,Medium,457.65,9.31
Passenger,Medium,76.4,78.0,10.28,24.72,3.46,Low,50.91,10.35
Cargo,Small,46.86,83.0,16.28,2.1,2.68,Low,334.3,8.02
Tanker,Large,178.75,87.0,19.94,9.62,5.1,Medium,442.89,13.13
Passenger,Large,181.64,87.0,21.33,21.22,6.35,Medium,146.47,9.74
Cargo,Small,38.82,97.0,26.38,41.7,12.62,High,67.84,0.0
Passenger,Medium,68.91,100.0,1.66,23.98,1.94,Low,228.32,12.73
Cargo,Small,40.48,89.0,28.86,29.32,12.97,High,480.67,2.48
Passenger,Large,196.47,71.0,2.48,43.69,3.07,Low,316.73,16.66
Passenger,Small,35.17,95.0,18.73,15.44,8.38,Medium,321.99,4.54
Tanker,Medium,76.3,62.0,33.11,35.03,14.84,High,335.75,3.52
Tanker,Large,127.16,69.0,18.05,43.08,7.39,Medium,19.88,8.1
Cargo,Large,179.09,96.0,5.96,10.13,1.9,Low,222.82,16.34
Tanker,Large,149.33,70.0,39.4,17.82,9.29,Medium,38.79,7.53
Cargo,Large,112.46,69.0,35.57,48.99,15.67,High,157.93,3.25
Tanker,Medium,91.85,66.0,30.85,49.16,17.38,High,410.8,3.84
Passenger,Large,118.76,94.0,16.46,11.16,6.03,Medium,328.13,12.03
Cargo,Medium,85.64,80.0,7.35,3.32,3.58,Low,497.79,15.39
Tanker,Large,143.2,87.0,37.66,13.55,4.66,Medium,86.08,8.64
Tanker,Medium,69.13,70.0,21.29,19.89,9.89,Medium,198.53,7.13
Cargo,Small,28.69,90.0,34.09,22.05,16.15,High,404.82,1.29
Container,Large,172.68,90.0,13.68,30.94,6.37,Medium,107.85,9.54
Cargo,Large,196.58,73.0,13.41,44.98,8.6,Medium,76.86,8.74
Passenger,Small,27.47,76.0,39.42,16.52,14.07,High,213.81,0.0
Cargo,Large,198.36,68.0,20.87,42.5,6.22,Medium,191.86,9.8
Passenger,Small,40.52,99.0,5.63,4.67,1.28,Low,490.1,10.2
Cargo,Small,28.56,86.0,8.79,2.09,2.94,Low,228.13,7.31
Cargo,Medium,66.05,97.0,19.28,25.2,10.18,Medium,430.47,9.42
Cargo,Large,188.2,72.0,1.7,2.98,0.37,Low,443.98,19.06
Tanker,Large,150.2,91.0,18.5,19.62,7.3,Medium,78.94,9.14
Cargo,Medium,58.29,91.0,16.76,44.84,9.08,Medium,357.65,8.53
Passenger,Medium,51.83,88.0,31.17,12.07,5.16,Medium,138.8,6.67
Passenger,Small,26.8,99.0,14.2,35.3,3.85,Medium,47.37,2.07
Cargo,Small,34.56,76.0,39.3,15.12,10.44,Medium,437.35,4.46
Cargo,Large,164.89,65.0,7.23,2.25,1.63,Low,146.22,15.69
Tanker,Small,22.31,87.0,23.64,27.83,5.63,Medium,172.68,2.83
Tanker,Medium,85.54,89.0,3.59,41.74,2.73,Low,161.99,11.53
Passenger,Large,165.91,83.0,29.35,20.47,5.49,Medium,100.15,8.98
Cargo,Medium,91.6,68.0,39.79,30.86,15.24,High,217.25,2.04
Container,Large,173.22,80.0,32.77,45.0,14.55,High,214.15,4.15
Container,Small,32.54,72.0,22.23,39.48,10.45,Medium,204.38,2.5
Tanker,Large,130.06,77.0,19.39,9.69,6.55,Medium,458.15,13.16
Cargo,Medium,61.14,86.0,33.4,36.67,17.9,High,169.88,1.51
Tanker,Medium,95.37,90.0,37.44,25.09,18.19,High,15.19,0.0
Passenger,Medium,72.31,69.0,39.57,37.3,20.98,High,89.22,0.07
Container,Medium,99.03,76.0,15.86,24.73,5.29,Medium,360.75,9.39
Tanker,Small,34.44,71.0,39.64,6.4,18.2,High,295.43,0.02
Passenger,Medium,97.17,68.0,6.24,28.5,3.95,Low,475.87,14.68
Passenger,Medium,55.23,91.0,10.14,24.61,3.62,Low,347.22,13.31
Tanker,Medium,58.82,96.0,3.56,25.9,1.8,Low,97.12,11.3
Tanker,Large,176.29,75.0,10.87,43.95,6.25,Medium,60.32,8.96
Cargo,Large,169.94,90.0,30.72,44.74,6.99,Medium,260.38,9.87
Passenger,Medium,65.75,96.0,34.12,22.68,8.56,Medium,332.63,7.91
Tanker,Large,155.26,94.0,31.16,22.79,10.49,Medium,82.82,8.17
Tanker,Large,172.83,67.0,25.24,25.76,10.68,Medium,300.85,10.56
Tanker,Large,134.64,98.0,20.56,25.98,10.97,Medium,432.51,12.08
Cargo,Medium,61.93,75.0,28.35,47.52,11.94,High,363.78,4.08
Container,Large,134.69,74.0,15.63,32.47,7.38,Medium,332.1,11.55
Tanker,Small,27.76,62.0,33.65,13.87,8.23,Medium,394.67,4.56
Passenger,Small,36.41,79.0,27.09,26.58,11.49,Medium,52.04,0.89
Passenger,Medium,68.6,64.0,27.91,31.36,9.25,Medium,101.92,5.67
Container,Large,135.9,70.0,21.44,31.99,11.09,Medium,19.05,7.77
Tanker,Large,124.41,73.0,35.41,29.26,10.56,High,72.49,3.31
Cargo,Medium,72.37,92.0,10.08,8.89,3.34,Low,456.59,14.75
Container,Large,169.7,95.0,15.25,1.68,4.25,Low,111.07,14.69
Tanker,Large,196.85,72.0,31.11,16.89,14.05,High,331.05,6.01
Tanker,Medium,56.43,94.0,19.71,21.38,10.56,Medium,345.78,8.59
Cargo,Large,146.71,94.0,35.57,3.09,8.37,Medium,322.66,10.95
Container,Large,197.05,91.0,13.86,40.75,6.06,Medium,276.96,11.06
Passenger,Large,111.72,66.0,14.77,17.2,6.51,Medium,243.07,11.1
Passenger,Medium,81.1,88.0,35.55,45.68,18.57,High,209.96,1.55
Container,Large,117.49,98.0,18.57,7.72,5.91,Medium,458.45,13.31
Container,Small,44.36,87.0,20.64,2.85,3.11,Low,4.76,4.45
Container,Large,135.11,73.0,13.31,24.12,4.5,Low,26.74,13.47
Tanker,Large,177.12,80.0,11.07,9.46,4.02,Low,246.26,16.12
Passenger,Medium,97.26,86.0,26.24,46.87,9.35,Medium,165.26,6.07
Passenger,Small,30.22,80.0,4.79,0.52,0.86,Low,204.12,7.51
Container,Large,159.45,65.0,35.17,20.63,5.07,Medium,498.92,12.71
Cargo,Large,145.43,72.0,31.17,46.34,14.0,High,387.57,5.99
Container,Small,41.56,92.0,7.63,19.22,4.75,Low,438.7,8.95
Cargo,Small,34.14,94.0,27.76,4.66,13.22,Medium,184.29,2.44
Cargo,Large,141.32,65.0,24.11,15.14,9.76,Medium,119.78,9.11
Cargo,Large,136.58,98.0,7.38,24.9,4.47,Low,384.0,17.33
Tanker,Medium,98.69,73.0,10.93,9.26,2.67,Low,403.79,14.24
Passenger,Medium,63.98,86.0,16.36,23.33,6.88,Medium,274.95,8.38
Tanker,Large,197.0,90.0,27.97,41.82,5.57,Medium,447.97,12.09
Container,Medium,61.12,92.0,25.55,43.63,11.96,High,483.66,5.49
Cargo,Large,181.14,98.0,21.29,2.46,10.51,Medium,235.51,10.59
Tanker,Medium,56.29,73.0,30.74,8.05,14.06,High,111.33,2.01
Cargo,Medium,73.33,94.0,30.32,13.76,10.2,Medium,258.56,7.37
Tanker,Large,194.33,65.0,24.71,29.74,11.75,Medium,494.77,12.34
Tanker,Small,30.42,88.0,31.48,18.05,15.94,High,146.46,0.0
Cargo,Small,33.07,90.0,13.37,42.2,4.6,Medium,308.8,4.52
Passenger,Small,34.29,87.0,35.25,35.83,16.5,High,346.99,0.34
Container,Small,27.64,70.0,24.6,5.02,5.37,Medium,106.96,2.6
Container,Small,20.77,95.0,32.89,31.23,16.39,High,294.23,0.03
Container,Small,34.94,67.0,21.85,5.65,3.33,Low,157.25,5.83
Passenger,Medium,77.96,62.0,8.74,12.75,2.13,Low,427.1,14.57
Cargo,Medium,60.44,89.0,21.7,8.89,8.87,Medium,357.38,9.02
Cargo,Small,23.89,79.0,14.84,8.65,2.95,Low,413.13,8.72
Tanker,Small,46.37,94.0,27.9,30.82,6.09,Medium,99.84,1.78
Cargo,Small,48.59,75.0,19.03,28.18,7.54,Medium,17.29,1.3
Container,Medium,81.08,67.0,33.44,8.8,14.95,High,425.26,4.91
Container,Medium,94.27,93.0,27.12,49.51,8.1,Medium,193.38,6.38
Passenger,Medium,98.28,82.0,27.38,21.09,13.0,High,89.86,1.81
Tanker,Large,146.47,68.0,8.69,4.85,3.92,Low,45.95,14.34
Container,Small,24.2,89.0,39.37,6.03,13.36,High,258.25,0.16
Tanker,Medium,95.14,80.0,33.67,29.19,13.53,High,75.06,1.13
Container,Medium,76.39,84.0,31.56,48.95,6.11,Medium,283.35,7.27
Container,Large,138.46,78.0,13.21,28.6,4.69,Medium,363.65,12.34
Cargo,Medium,94.38,93.0,21.43,47.45,6.77,Medium,267.53,7.58
Passenger,Medium,99.69,93.0,5.48,22.21,1.99,Low,451.85,14.8
Passenger,Small,41.72,88.0,21.54,21.79,6.6,Medium,77.78,2.0
Container,Medium,70.95,64.0,5.84,25.0,2.66,Low,246.98,12.61
Container,Small,33.03,94.0,22.12,34.87,10.4,Medium,81.6,1.37
Cargo,Large,139.8,87.0,25.95,18.38,9.72,Medium,437.95,12.14
Cargo,Small,24.95,88.0,15.61,43.19,9.42,Medium,466.12,5.47
Cargo,Large,190.38,75.0,19.94,1.46,3.23,Low,200.0,15.45
Container,Medium,98.39,95.0,35.03,21.99,5.44,Medium,152.87,6.39
Cargo,Large,102.4,89.0,4.34,25.55,2.64,Low,139.66,15.2
Cargo,Small,33.1,65.0,31.67,30.35,4.7,Medium,429.86,5.04
Cargo,Medium,83.88,76.0,6.83,13.8,3.53,Low,341.22,13.64
Tanker,Large,157.86,95.0,1.47,21.37,1.51,Low,440.3,18.55
Tanker,Medium,57.79,62.0,7.42,24.23,3.4,Low,58.76,10.59
Passenger,Small,45.56,98.0,30.6,34.35,9.21,Medium,238.01,2.64
Cargo,Medium,73.56,87.0,16.21,38.68,5.99,Medium,338.09,8.8
Container,Small,35.98,85.0,34.9,36.89,11.35,High,448.55,1.87
Container,Medium,67.13,71.0,20.99,17.08,3.09,Low,191.01,11.41
Container,Large,112.51,70.0,0.89,49.97,2.62,Low,156.55,15.06
Passenger,Small,37.32,98.0,28.67,42.43,10.78,High,456.48,2.2
Cargo,Medium,79.99,72.0,4.41,13.0,1.36,Low,23.77,10.82
Tanker,Medium,91.61,91.0,31.58,9.76,13.48,High,239.8,3.28
Passenger,Medium,85.4,76.0,6.72,15.7,2.19,Low,229.31,12.62
Passenger,Small,49.9,66.0,13.82,22.62,3.05,Low,73.03,5.08
Passenger,Medium,75.84,60.0,30.45,42.54,8.04,Medium,197.48,6.4
Container,Small,36.04,82.0,38.17,38.92,11.22,High,361.3,0.8
Container,Large,136.82,99.0,14.86,42.56,3.82,Medium,183.43,10.26
Container,Small,21.13,75.0,33.18,13.6,5.88,Medium,154.83,2.43
Tanker,Medium,89.46,74.0,7.63,29.67,3.23,Low,390.95,13.81
Cargo,Medium,92.91,74.0,32.29,14.16,7.95,Medium,494.36,9.85
Passenger,Large,170.43,81.0,26.3,5.45,11.32,Medium,389.68,11.74
Container,Small,25.37,78.0,7.71,34.21,5.08,Medium,423.17,6.05
Cargo,Small,35.01,95.0,12.1,7.15,2.5,Low,469.75,9.5
Container,Medium,90.1,80.0,5.27,33.38,2.46,Low,400.89,14.03
Container,Large,174.09,80.0,15.32,32.4,7.04,Medium,490.18,13.18
Container,Small,35.5,66.0,8.15,40.51,5.46,Medium,373.64,5.37
Cargo,Small,26.26,99.0,25.76,6.98,12.86,Medium,330.76,3.99
Passenger,Large,164.41,70.0,39.78,39.17,6.04,Medium,346.67,10.49
Passenger,Large,100.62,63.0,0.48,49.96,2.63,Low,450.04,18.01
Tanker,Medium,95.05,87.0,21.64,42.55,10.64,Medium,341.5,8.02
Passenger,Large,146.89,84.0,22.95,37.59,11.78,High,380.6,6.73
Tanker,Small,46.85,77.0,36.57,33.11,6.22,Medium,108.0,1.37
Cargo,Small,20.37,77.0,20.24,21.09,8.59,Medium,456.32,5.67
Passenger,Large,151.23,91.0,21.75,36.53,6.52,Medium,223.61,10.17
Passenger,Large,177.09,68.0,18.87,36.21,4.26,Medium,80.53,9.11
Container,Large,114.8,93.0,10.76,31.57,4.76,Medium,399.89,12.75
Tanker,Small,45.43,86.0,2.24,39.81,2.36,Low,178.2,6.44
Cargo,Medium,52.08,77.0,16.35,22.44,7.58,Medium,92.06,6.5
Tanker,Large,185.04,78.0,2.1,6.06,1.14,Low,128.13,15.74
Tanker,Medium,92.58,70.0,22.02,27.95,11.02,Medium,17.47,5.01
Container,Medium,66.19,90.0,12.29,13.25,3.75,Low,45.31,10.4
Passenger,Small,46.53,81.0,21.34,19.22,3.21,Low,296.31,6.99
Cargo,Large,166.93,73.0,5.37,0.87,1.14,Low,433.11,18.73
Passenger,Medium,71.43,84.0,37.31,19.14,11.67,High,224.27,2.83
Container,Small,37.34,100.0,35.78,40.44,15.53,High,313.03,0.0
Passenger,Large,106.09,77.0,7.6,27.14,3.28,Low,404.87,17.6
Container,Medium,68.78,97.0,13.74,0.49,4.34,Low,178.38,11.85
Cargo,Large,140.75,74.0,24.54,23.49,8.77,Medium,327.16,11.1
Cargo,Small,20.49,62.0,3.83,14.57,1.36,Low,175.22,6.93
Passenger,Medium,66.62,68.0,14.18,23.88,6.15,Medium,321.36,9.01
Cargo,Small,27.6,77.0,10.04,20.23,3.78,Low,108.8,5.6
Passenger,Medium,69.91,69.0,36.62,46.6,17.83,High,488.92,4.34
Tanker,Large,109.91,60.0,34.1,2.06,12.93,Medium,38.09,7.74
Container,Small,27.16,97.0,23.19,34.18,5.06,Medium,252.62,3.58
Passenger,Large,192.49,94.0,20.81,42.55,8.28,Medium,143.15,9.11
Cargo,Medium,90.37,90.0,37.23,47.96,16.58,High,300.42,2.53
Cargo,Medium,79.44,67.0,37.3,8.88,5.47,Medium,214.15,7.15
Cargo,Large,159.47,65.0,38.77,26.57,17.5,High,153.33,3.31
Cargo,Medium,83.45,63.0,5.02,2.18,1.06,Low,125.02,12.05
Tanker,Medium,72.94,89.0,6.42,24.96,3.18,Low,91.25,10.97
Tanker,Medium,56.16,97.0,27.07,6.27,13.2,Medium,391.44,8.72
Passenger,Large,153.05,77.0,21.66,41.89,9.21,Medium,111.1,8.67
Passenger,Medium,86.61,65.0,0.74,5.69,0.48,Low,386.76,14.87
Passenger,Large,140.14,80.0,2.48,25.66,1.54,Low,242.52,16.43
Cargo,Large,109.66,74.0,35.52,26.05,6.75,Medium,36.11,7.79
Container,Small,30.3,75.0,34.75,48.58,13.95,High,82.72,0.0
Cargo,Large,147.54,85.0,14.29,32.75,5.89,Medium,446.45,12.91
Tanker,Small,21.43,89.0,35.64,14.39,9.47,Medium,301.41,3.4
Cargo,Large,129.34,64.0,23.75,12.04,11.75,Medium,92.17,8.72
Container,Large,171.37,61.0,32.24,6.41,7.83,Medium,351.88,11.4
Cargo,Medium,80.02,100.0,17.1,37.83,7.28,Medium,411.63,9.38
Tanker,Small,30.02,69.0,4.54,34.54,3.21,Low,165.33,6.21
Container,Medium,65.69,62.0,17.35,30.49,6.92,Medium,278.3,8.21
Passenger,Medium,53.65,68.0,18.29,2.04,5.43,Low,146.72,11.17
Passenger,Large,140.64,62.0,22.04,38.14,7.08,Medium,40.03,8.23
Tanker,Medium,87.19,76.0,4.22,32.09,3.56,Low,199.75,11.99
Cargo,Medium,87.0,92.0,39.66,48.19,13.53,High,375.72,3.46
Cargo,Medium,79.65,74.0,9.77,29.36,4.51,Low,229.34,11.97
Container,Medium,76.99,78.0,7.94,15.2,3.64,Low,202.63,12.16
Cargo,Medium,86.93,87.0,21.07,19.08,3.63,Low,183.0,11.23
Passenger,Medium,51.12,80.0,21.49,8.79,9.3,Medium,229.46,7.71
Container,Medium,72.61,94.0,17.59,36.15,7.17,Medium,159.11,6.87
Container,Small,24.68,95.0,30.88,35.39,12.97,High,306.09,0.51
Passenger,Large,156.63,60.0,20.67,10.03,8.95,Medium,31.78,8.59
Cargo,Medium,78.73,91.0,24.39,7.92,11.36,Medium,403.69,9.12
Tanker,Medium,68.97,78.0,28.95,3.85,7.63,Medium,86.58,6.18
Cargo,Large,105.56,100.0,1.0,45.6,2.7,Low,316.72,16.74
Container,Large,167.74,79.0,22.83,11.65,5.23,Medium,224.94,10.75
Tanker,Small,45.29,99.0,35.37,17.21,13.74,High,386.75,1.38
Tanker,Small,39.67,90.0,0.7,14.03,0.8,Low,413.07,9.54
Tanker,Large,195.73,70.0,16.21,20.68,2.78,Low,102.1,14.32
Tanker,Medium,61.1,82.0,37.05,35.7,6.91,Medium,338.59,7.73
Passenger,Small,44.46,100.0,14.13,43.53,5.39,Medium,94.95,2.23
Container,Small,21.24,94.0,18.35,9.13,2.52,Low,62.0,5.07
Passenger,Medium,90.87,64.0,39.26,34.32,15.54,High,465.15,4.45
Tanker,Small,44.11,88.0,7.97,17.63,2.69,Low,82.19,5.6
Tanker,Small,45.73,74.0,2.61,49.03,3.48,Low,114.07,5.48
Passenger,Small,40.98,60.0,34.38,14.95,4.82,Medium,65.16,1.55
Tanker,Medium,69.9,76.0,34.74,0.36,6.5,Medium,235.15,7.56
Tanker,Large,158.24,69.0,18.88,25.78,6.26,Medium,459.8,12.91
Cargo,Small,41.87,93.0,20.57,7.54,5.58,Medium,132.03,2.98
Passenger,Large,164.05,73.0,33.43,2.22,5.21,Medium,270.93,10.87
Passenger,Small,32.13,93.0,29.54,34.91,16.45,High,205.73,0.0
Cargo,Large,130.31,60.0,10.61,36.61,4.1,Low,168.0,14.81
Passenger,Small,43.82,72.0,0.68,23.03,1.42,Low,286.08,8.02
Tanker,Large,170.05,70.0,19.19,33.84,5.3,Medium,279.45,11.03
Container,Large,181.95,69.0,34.36,26.91,16.85,High,179.68,3.86
Cargo,Medium,67.32,63.0,35.83,31.49,10.71,High,425.28,4.76
Container,Medium,91.37,67.0,38.25,29.84,19.1,High,26.59,0.0
Tanker,Large,128.02,82.0,35.18,33.29,9.99,High,42.62,3.0
Passenger,Large,118.79,72.0,23.2,9.98,2.9,Low,495.39,18.1
Tanker,Medium,92.99,77.0,17.78,13.44,6.13,Medium,373.84,9.57
Cargo,Medium,51.69,75.0,30.99,22.0,10.7,Medium,401.96,8.56
Cargo,Large,105.73,95.0,29.59,22.31,5.49,Medium,301.35,10.94
Tanker,Small,44.66,96.0,21.53,38.72,6.11,Medium,209.93,3.04
Cargo,Medium,60.12,80.0,3.49,18.37,2.36,Low,314.61,13.57
Container,Small,33.6,73.0,37.04,8.13,4.66,Medium,46.29,1.38
Tanker,Medium,59.11,64.0,18.22,12.57,6.02,Medium,378.88,9.62
Container,Small,36.57,98.0,14.53,10.74,5.07,Low,270.37,7.06
Passenger,Large,110.37,62.0,25.18,36.58,11.28,Medium,478.37,12.07
Cargo,Medium,90.49,72.0,26.95,23.52,4.27,Medium,318.74,8.54
Cargo,Medium,71.43,72.0,8.43,35.43,4.59,Low,75.85,10.37
Tanker,Medium,81.84,73.0,33.48,20.81,4.43,Medium,238.78,7.45
Cargo,Medium,86.8,67.0,11.6,44.49,4.61,Medium,28.91,5.96
Container,Large,119.1,91.0,7.47,49.18,4.7,Medium,372.71,12.3
Container,Small,39.27,65.0,16.26,33.49,9.23,Medium,250.92,3.5
Cargo,Small,40.46,85.0,29.22,43.19,6.56,Medium,184.83,2.27
Container,Medium,65.33,65.0,38.62,25.4,7.75,Medium,484.27,9.23
Cargo,Medium,54.88,63.0,32.37,46.73,14.24,High,470.3,4.73
Cargo,Large,165.14,96.0,37.61,41.58,11.48,High,476.42,6.9
Container,Large,167.95,68.0,5.62,49.59,4.44,Medium,110.49,9.79
Cargo,Large,127.49,93.0,2.85,31.15,2.98,Low,364.28,17.38
Tanker,Large,100.52,82.0,22.31,38.96,12.99,High,472.69,7.53
Passenger,Medium,70.34,63.0,11.61,27.14,4.16,Low,285.44,12.52
Passenger,Large,199.71,98.0,33.12,12.96,10.64,Medium,107.08,8.49
Cargo,Medium,97.44,70.0,26.88,17.74,13.3,High,408.91,5.06
Tanker,Medium,84.78,94.0,38.83,44.7,7.55,Medium,439.96,8.41
Passenger,Small,41.98,67.0,10.19,2.8,3.0,Low,351.62,8.45
Cargo,Large,166.63,94.0,19.43,29.57,6.36,Medium,146.78,9.67
Container,Large,143.95,61.0,20.05,18.62,5.3,Medium,95.35,9.45
Passenger,Medium,95.28,80.0,9.57,19.33,5.73,Low,312.13,12.88
Container,Medium,87.2,91.0,23.6,44.23,11.5,High,241.4,3.2
Cargo,Medium,92.4,97.0,17.73,42.69,6.66,Medium,334.39,8.54
Tanker,Large,123.95,96.0,17.87,29.94,9.21,Medium,55.85,8.55
Container,Large,166.19,93.0,14.51,13.65,4.98,Low,67.96,13.98
Container,Large,102.21,96.0,0.68,23.77,1.49,Low,181.44,15.96
Cargo,Medium,83.03,68.0,20.88,20.41,5.33,Medium,129.38,6.91
Tanker,Small,40.1,71.0,13.41,17.68,3.42,Low,309.67,7.53
Tanker,Small,35.23,72.0,0.05,5.14,0.27,Low,183.77,7.51
Cargo,Medium,56.77,75.0,12.32,27.16,5.24,Medium,341.99,9.34
Cargo,Small,34.15,76.0,11.15,15.09,3.17,Low,384.4,8.47
Cargo,Medium,81.18,82.0,15.74,33.04,4.15,Medium,93.58,6.67
Tanker,Small,49.14,66.0,5.27,15.96,3.42,Low,459.91,9.47
Cargo,Medium,78.6,88.0,20.31,21.56,10.42,Medium,393.58,9.05
Cargo,Large,114.99,67.0,27.7,2.62,9.94,Medium,313.39,11.1
Passenger,Small,38.98,72.0,25.21,49.63,13.99,High,454.46,1.89
Tanker,Small,33.93,80.0,32.15,25.38,16.51,High,132.93,0.0
Container,Small,42.28,92.0,18.08,1.21,6.76,Medium,210.86,3.9
Passenger,Medium,82.08,90.0,20.76,27.06,7.74,Medium,42.89,5.68
Container,Medium,74.31,86.0,32.42,43.52,16.86,High,228.09,2.1
Tanker,Small,27.48,66.0,17.11,38.63,7.53,Medium,253.2,3.55
Container,Small,20.65,82.0,28.06,35.05,5.98,Medium,308.03,3.78
Tanker,Medium,86.04,63.0,17.38,6.97,4.64,Low,32.02,10.05
Container,Small,42.4,75.0,16.71,32.89,6.3,Medium,16.23,1.44
Tanker,Large,198.41,77.0,30.41,38.31,16.33,High,209.95,4.18
Passenger,Large,140.41,62.0,6.99,28.62,3.97,Low,94.57,14.43
Container,Small,38.8,71.0,13.54,44.64,8.33,Medium,379.39,4.79
Container,Small,39.21,98.0,8.97,13.85,4.31,Low,334.37,7.99
Passenger,Small,46.76,98.0,14.36,12.11,3.82,Low,162.91,6.09
Container,Medium,64.42,74.0,9.21,43.48,5.74,Medium,22.89,5.92
Cargo,Medium,51.33,62.0,23.18,31.27,5.69,Medium,91.22,6.16
Passenger,Large,144.78,67.0,31.93,0.07,8.41,Medium,345.84,11.42
Container,Small,47.61,76.0,31.46,17.66,14.17,High,495.08,2.61
Container,Medium,52.19,98.0,14.58,42.89,7.17,Medium,163.23,6.93
Tanker,Medium,50.53,66.0,39.55,1.37,17.08,High,401.0,4.3
Container,Small,46.49,91.0,23.75,0.16,4.8,Low,433.55,8.46
Tanker,Medium,84.19,64.0,15.98,14.06,7.09,Medium,24.09,6.05
Cargo,Small,48.29,99.0,33.42,45.7,8.33,Medium,458.11,4.56
Cargo,Medium,68.95,75.0,29.19,45.07,11.54,High,233.1,2.82
Passenger,Medium,79.3,91.0,29.97,25.94,9.49,Medium,482.12,9.45
Passenger,Medium,90.93,74.0,7.85,27.66,3.92,Low,269.28,12.56
Container,Small,23.95,85.0,18.73,16.6,3.72,Low,117.57,5.34
Tanker,Small,49.52,68.0,34.47,12.19,9.04,Medium,487.33,5.4
Passenger,Large,168.82,66.0,20.16,40.76,9.43,Medium,121.65,8.85
Tanker,Medium,93.33,98.0,27.34,5.31,9.11,Medium,441.24,9.63
Container,Large,123.94,97.0,23.52,24.37,8.74,Medium,86.56,8.73
Tanker,Small,40.01,95.0,33.69,31.72,11.84,High,337.38,0.87
Tanker,Large,185.99,85.0,11.38,5.18,5.69,Low,205.65,15.61
Tanker,Large,175.14,92.0,23.02,25.98,12.21,Medium,486.01,12.37
Container,Small,43.45,63.0,4.93,28.88,2.65,Low,92.39,5.63
Tanker,Small,39.5,73.0,27.61,37.12,8.5,Medium,204.4,2.47
Passenger,Medium,95.39,73.0,29.28,11.74,10.01,Medium,319.89,8.1
Passenger,Medium,61.74,85.0,1.71,14.67,0.97,Low,488.81,15.61
Container,Medium,78.17,74.0,27.03,28.48,7.4,Medium,151.93,6.46
Passenger,Small,35.35,66.0,16.59,49.16,5.65,Medium,198.44,3.01
Container,Large,190.2,84.0,4.96,10.87,1.48,Low,230.9,16.5
Cargo,Medium,58.55,93.0,16.8,49.3,8.44,Medium,126.35,6.19
Passenger,Large,197.26,75.0,7.77,35.72,3.76,Low,408.68,17.41
Container,Small,45.21,65.0,16.62,41.3,4.86,Medium,46.0,1.72
Cargo,Large,105.62,68.0,15.37,4.48,7.22,Medium,352.39,12.34
Container,Large,164.93,69.0,29.54,15.02,14.03,High,266.96,5.49
Cargo,Medium,61.97,72.0,30.97,2.89,13.93,High,120.96,2.21
Container,Medium,60.56,86.0,24.28,18.58,7.15,Medium,246.42,7.76
Tanker,Small,26.49,84.0,0.91,49.06,2.56,Low,414.97,8.67
Tanker,Large,132.38,88.0,37.24,5.26,5.58,Medium,222.72,10.1
Passenger,Medium,84.21,75.0,27.45,28.12,7.18,Medium,60.95,5.56
Cargo,Small,26.15,93.0,1.37,0.3,0.27,Low,20.4,5.9
Container,Large,171.71,68.0,32.75,35.63,16.51,High,388.9,5.89
Cargo,Large,178.35,79.0,8.01,9.86,4.45,Low,165.22,15.41
Passenger,Small,21.66,92.0,23.17,6.48,10.21,Medium,465.62,5.75
Container,Small,35.96,67.0,18.67,16.85,8.16,Medium,308.57,4.4
Tanker,Medium,87.24,64.0,16.79,38.55,7.56,Medium,218.14,7.41
Tanker,Small,29.15,95.0,35.59,5.33,14.79,High,282.23,0.46
Cargo,Small,45.84,74.0,17.49,11.49,8.95,Medium,228.57,3.69
Tanker,Small,39.53,87.0,3.01,0.42,1.05,Low,452.91,10.07
Tanker,Small,31.62,61.0,37.87,48.42,8.55,High,229.01,0.0
Cargo,Small,42.77,88.0,36.82,29.61,7.58,Medium,52.03,0.73
Cargo,Medium,91.54,73.0,27.38,35.99,10.93,High,298.54,3.8
